0.00,56.67
1.00,77.36
2.00,98.05
3.00,118.74
4.00,139.43
5.00,160.12
6.00,180.81
7.00,201.50
8.00,222.19
9.00,242.88
10.00,263.57
11.00,284.26
12.00,304.95
13.00,325.64
14.00,346.33
15.00,367.02
16.00,387.71
17.00,408.40
18.00,429.09
19.00,449.78
20.00,470.47
21.00,491.16
22.00,511.85
23.00,532.54
24.00,553.23
25.00,573.92
26.00,594.61
27.00,615.30
28.00,635.99
29.00,656.68
30.00,677.37
31.00,698.06
32.00,718.75
33.00,739.44
34.00,760.13
35.00,780.82
36.00,801.51
37.00,822.20
38.00,842.89
39.00,863.58
40.00,884.27
41.00,904.96
42.00,925.65
43.00,946.34
44.00,967.03
45.00,987.72
46.00,1008.41
47.00,1029.10
48.00,1049.79
49.00,1070.48
50.00,1091.17
51.00,1111.86
52.00,1132.55
53.00,1153.24
54.00,1173.93
55.00,1194.62
56.00,1215.31
57.00,1236.00
58.00,1256.69
59.00,1277.38
60.00,1298.07
61.00,1318.76
62.00,1339.45
63.00,1360.14
64.00,1380.83
65.00,1401.52
66.00,1422.21
67.00,1442.90
68.00,1463.59
69.00,1484.28
70.00,1504.97
71.00,1525.66
72.00,1546.35
73.00,1567.04
74.00,1587.73
75.00,1608.42
76.00,1629.11
77.00,1649.80
78.00,1670.49
79.00,1691.18
80.00,1711.87
81.00,1732.56
82.00,1753.25
83.00,1773.94
84.00,1794.63
85.00,1815.32
86.00,1836.01
87.00,1856.70
88.00,1877.39
89.00,1898.08
90.00,1918.77
91.00,1939.46
92.00,1960.15
93.00,1980.84
94.00,2001.53
95.00,2022.22
96.00,2042.91
97.00,2063.60
98.00,2084.29
99.00,2104.98
